,Class,Cap-Shape,Cap-Surface,Cap-Color,Bruises,Odor,Gill-Attachment,Gill-Spacing,Gill-Size,Gill-Color,Stalk-Shape,Stalk-Root,Stalk-Surface-Above-Ring,Stalk-Surface-Below-Ring,Stalk-Color-Above-Ring,Stalk-Color-Below-Ring,Veil-Color,Ring-Number,Ring-Type,Spore-Print-Color,Population,Habitat
4721,poisonous,flat,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,several,woods
4722,poisonous,flat,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,several,grasses
4723,poisonous,convex,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,solitary,woods
4724,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,solitary,woods
4725,poisonous,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,several,woods
4726,poisonous,convex,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,solitary,woods
4727,poisonous,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,several,woods
4728,poisonous,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,solitary,grasses
4729,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,several,grasses
4730,poisonous,convex,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,solitary,woods
4731,poisonous,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,solitary,paths
4732,poisonous,flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,several,grasses
4733,poisonous,convex,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,several,paths
4734,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,several,woods
4735,poisonous,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,solitary,woods
4736,poisonous,flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,several,paths
4737,poisonous,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,several,paths
4738,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,several,woods
4739,poisonous,flat,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,solitary,woods
4740,poisonous,flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,several,paths
4741,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,several,woods
4742,poisonous,convex,smooth,pink,no,creosote,free,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,white,one,pendant,black,several,woods
4743,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,solitary,grasses
4744,poisonous,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,solitary,paths
4745,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,solitary,grasses
4746,edible,flat,fibrous,red,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,brown,solitary,woods
4747,poisonous,convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,several,woods
4748,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,solitary,grasses
4749,poisonous,flat,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,several,grasses
4750,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,solitary,grasses
4751,edible,flat,scaly,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,brown,several,woods
4752,poisonous,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,solitary,paths
4753,poisonous,flat,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,several,paths
4754,poisonous,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,several,paths
4755,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,solitary,woods
4756,poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,solitary,woods
4757,poisonous,flat,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,several,grasses
4758,poisonous,flat,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,several,grasses
4759,poisonous,convex,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,solitary,grasses
4760,poisonous,flat,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,solitary,paths
4761,poisonous,convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,solitary,grasses
4762,edible,flat,fibrous,gray,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,brown,solitary,woods
4763,poisonous,convex,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,smooth,white,white,white,one,pendant,chocolate,scattered,grasses
4764,poisonous,flat,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,several,grasses
4765,poisonous,flat,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,solitary,grasses
4766,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,several,grasses
4767,poisonous,flat,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,several,woods
4768,poisonous,flat,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,several,paths
4769,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,several,grasses
4770,poisonous,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,solitary,woods
4771,poisonous,convex,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,solitary,woods
4772,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,solitary,grasses
4773,poisonous,flat,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,several,grasses
4774,poisonous,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,several,woods
4775,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,several,paths
4776,poisonous,flat,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,several,woods
4777,poisonous,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,solitary,paths
4778,poisonous,flat,smooth,white,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,grasses
4779,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,several,woods
4780,poisonous,convex,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,solitary,grasses
4781,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,solitary,grasses
4782,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,several,woods
4783,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,several,woods
4784,poisonous,convex,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
4785,poisonous,flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,several,woods
4786,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,several,grasses
4787,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,several,paths
4788,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,several,paths
4789,edible,knobbed,scaly,brown,no,none,free,crowded,narrow,white,enlarging,bulbous,fibrous,smooth,white,brown,white,one,evanescent,white,several,leaves
4790,poisonous,convex,smooth,white,no,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,white,one,pendant,brown,several,woods
4791,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,solitary,grasses
4792,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,several,paths
4793,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,solitary,woods
4794,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,several,paths
4795,poisonous,bell,smooth,buff,bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,grasses
4796,poisonous,convex,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,grasses
4797,edible,flat,scaly,red,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,white,one,pendant,brown,solitary,woods
4798,poisonous,bell,smooth,white,bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,meadows
4799,poisonous,convex,smooth,white,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,grasses
4800,poisonous,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,solitary,paths
4801,poisonous,flat,smooth,buff,bruises,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,smooth,white,white,white,one,pendant,chocolate,several,urban
4802,poisonous,flat,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,several,woods
4803,poisonous,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,several,woods
4804,poisonous,convex,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,several,woods
4805,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,solitary,paths
4806,poisonous,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,several,woods
4807,poisonous,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,solitary,woods
4808,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,solitary,paths
4809,poisonous,convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,solitary,paths
4810,poisonous,flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,several,paths
4811,poisonous,convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,several,woods
4812,edible,flat,fibrous,gray,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,brown,several,woods
4813,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,solitary,paths
4814,poisonous,flat,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,solitary,grasses
4815,poisonous,convex,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,grasses
4816,poisonous,flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,several,paths
4817,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,solitary,woods
4818,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,several,grasses
4819,poisonous,flat,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,several,paths
4820,edible,flat,scaly,red,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,white,one,pendant,black,several,woods
4821,poisonous,flat,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,solitary,grasses
4822,poisonous,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,several,paths
4823,poisonous,flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,solitary,woods
4824,edible,flat,fibrous,red,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,brown,several,woods
4825,poisonous,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,several,paths
4826,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,solitary,paths
4827,poisonous,flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,several,paths
4828,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,solitary,woods
4829,poisonous,convex,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,several,woods
4830,poisonous,bell,scaly,white,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,meadows
4831,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,solitary,paths
4832,poisonous,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,solitary,grasses
4833,poisonous,convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,several,grasses
4834,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,solitary,paths
4835,poisonous,convex,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,grasses
4836,poisonous,flat,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,solitary,grasses
4837,poisonous,convex,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,several,paths
4838,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,several,grasses
